2024-11-19 22:50:21,276 INFO    StreamThr :88100 [internal.py:wandb_internal():86] W&B internal server running at pid: 88100, started at: 2024-11-19 22:50:21.276021
2024-11-19 22:50:21,277 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: status
2024-11-19 22:50:21,278 INFO    WriterThread:88100 [datastore.py:open_for_write():85] open: /Users/aklywtx/Desktop/VLM_Bias_research/NN_pretrain/wandb/run-20241119_225021-a7sykx4z/run-a7sykx4z.wandb
2024-11-19 22:50:21,280 DEBUG   SenderThread:88100 [sender.py:send():375] send: header
2024-11-19 22:50:21,309 DEBUG   SenderThread:88100 [sender.py:send():375] send: run
2024-11-19 22:50:21,826 INFO    SenderThread:88100 [dir_watcher.py:__init__():219] watching files in: /Users/aklywtx/Desktop/VLM_Bias_research/NN_pretrain/wandb/run-20241119_225021-a7sykx4z/files
2024-11-19 22:50:21,826 INFO    SenderThread:88100 [sender.py:_start_run_threads():1124] run started: a7sykx4z with start time 1732053021.274318
2024-11-19 22:50:21,826 DEBUG   SenderThread:88100 [sender.py:send_request():402] send_request: summary_record
2024-11-19 22:50:21,826 INFO    SenderThread:88100 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-11-19 22:50:21,828 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: check_version
2024-11-19 22:50:21,828 DEBUG   SenderThread:88100 [sender.py:send_request():402] send_request: check_version
2024-11-19 22:50:22,072 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: run_start
2024-11-19 22:50:22,082 DEBUG   HandlerThread:88100 [system_info.py:__init__():31] System info init
2024-11-19 22:50:22,083 DEBUG   HandlerThread:88100 [system_info.py:__init__():46] System info init done
2024-11-19 22:50:22,083 INFO    HandlerThread:88100 [system_monitor.py:start():181] Starting system monitor
2024-11-19 22:50:22,083 INFO    SystemMonitor:88100 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-11-19 22:50:22,083 INFO    HandlerThread:88100 [system_monitor.py:probe():201] Collecting system info
2024-11-19 22:50:22,083 DEBUG   HandlerThread:88100 [system_info.py:probe():195] Probing system
2024-11-19 22:50:22,084 INFO    SystemMonitor:88100 [interfaces.py:start():190] Started cpu monitoring
2024-11-19 22:50:22,084 INFO    SystemMonitor:88100 [interfaces.py:start():190] Started disk monitoring
2024-11-19 22:50:22,085 INFO    SystemMonitor:88100 [interfaces.py:start():190] Started memory monitoring
2024-11-19 22:50:22,089 INFO    SystemMonitor:88100 [interfaces.py:start():190] Started network monitoring
2024-11-19 22:50:22,090 DEBUG   HandlerThread:88100 [system_info.py:_probe_git():180] Probing git
2024-11-19 22:50:22,121 DEBUG   HandlerThread:88100 [system_info.py:_probe_git():188] Probing git done
2024-11-19 22:50:22,122 DEBUG   HandlerThread:88100 [system_info.py:probe():240] Probing system done
2024-11-19 22:50:22,122 DEBUG   HandlerThread:88100 [system_monitor.py:probe():210] {'os': 'macOS-14.5-arm64-i386-64bit', 'python': '3.9.13', 'heartbeatAt': '2024-11-19T21:50:22.083882', 'startedAt': '2024-11-19T21:50:21.258795', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/aklywtx/Desktop/VLM_Bias_research/NN_pretrain/models/vit_train.py', 'codePath': 'models/vit_train.py', 'git': {'remote': 'git@github.com:aklywtx/NN_pretrain.git', 'commit': '79fb9213d8f97bc1c37c0dd0a2a01a0ea0927308'}, 'email': 'aklywtx233@163.com', 'root': '/Users/aklywtx/Desktop/VLM_Bias_research/NN_pretrain', 'host': 'MACBOOK-PRO-341.local', 'username': 'aklywtx', 'executable': '/Users/aklywtx/opt/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 926.3517189025879, 'used': 825.960334777832}, 'memory': {'total': 32.0}}
2024-11-19 22:50:22,122 INFO    HandlerThread:88100 [system_monitor.py:probe():211] Finished collecting system info
2024-11-19 22:50:22,122 INFO    HandlerThread:88100 [system_monitor.py:probe():214] Publishing system info
2024-11-19 22:50:22,122 DEBUG   HandlerThread:88100 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-11-19 22:50:22,123 DEBUG   HandlerThread:88100 [system_info.py:_save_pip():67] Saving pip packages done
2024-11-19 22:50:22,123 DEBUG   HandlerThread:88100 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-11-19 22:50:22,832 INFO    Thread-12 :88100 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/aklywtx/Desktop/VLM_Bias_research/NN_pretrain/wandb/run-20241119_225021-a7sykx4z/files/requirements.txt
2024-11-19 22:50:22,832 INFO    Thread-12 :88100 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/aklywtx/Desktop/VLM_Bias_research/NN_pretrain/wandb/run-20241119_225021-a7sykx4z/files/wandb-summary.json
2024-11-19 22:50:22,832 INFO    Thread-12 :88100 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/aklywtx/Desktop/VLM_Bias_research/NN_pretrain/wandb/run-20241119_225021-a7sykx4z/files/conda-environment.yaml
2024-11-19 22:50:39,664 DEBUG   HandlerThread:88100 [system_info.py:_save_conda():86] Saving conda packages done
2024-11-19 22:50:39,664 INFO    HandlerThread:88100 [system_monitor.py:probe():216] Finished publishing system info
2024-11-19 22:50:39,676 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: status_report
2024-11-19 22:50:39,676 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: keepalive
2024-11-19 22:50:39,676 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: status_report
2024-11-19 22:50:39,676 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: keepalive
2024-11-19 22:50:39,676 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: status_report
2024-11-19 22:50:39,676 DEBUG   HandlerThread:88100 [handler.py:handle_request():144] handle_request: keepalive
2024-11-19 22:50:39,676 DEBUG   SenderThread:88100 [sender.py:send():375] send: files
